topic,title,text,probability
2,Grillikatoksia merelliseen Laajasaloon asukkaiden käyttöön,"Laajasalon FB-ryhmissä jatkuvasti kysellään grillipaikkojen perään ja niitä toivotaan saarellemme. Edellisessä osbu-äänestyksessä suunnitelma ei kuitenkaan saanut tarpeeksi ääniä jotta se olisi päässyt toteutettavien joukkoon - on aika yrittää uudelleen.Laajasalossa on mahtavat ulkoilualueet ja todella upea luonto meren ympäröimänä, mutta ei yhtään yleistä grillauspaikkaa. Saaren väkiluku on noussut ja nousee huimaa tahtia, ja kysyntä grillauspaikoille kasvaa koko ajan. Nyt tulevina vuosina saaremme tulee olemaan laajaa työmaata kun uusia raitiovaunulinjoja,  varikkoa ja bulevardia aletaan tekemään -  luonnon äärellä olemisen tärkeys vain korostuu. Ehdotan, että saarellemme hankitaan joitakin grillikatoksia & pöytä-tuoli ryhmineen asukkaiden käyttöön. Esim. Tullisaari, Hevossalmi, Yliskylä, Jollas alueille.",0.9856669306755066
2,Kruunuvuorenselän rengaslinja ,"Testataan Kruunuvuorenselän kaksisuuntaista rengaslinjaa yhden kesäkauden kokeilulla. Muokataan Suomenlin lautan reittiä sekä Kruunuvuorenran ja Pohjoisran välille suunniteltua uutta väliaikaista reittiä kahden eri suuntiin samaan aikaan kulkevan lautan rengasreitiksi Kauppatori – Suomenlinna – Vallisaari - Vasikkasaari – Kruunuvuorenranta – Pohjoisranta/Kauppatori ja päinvastoin. Näin toteutettuna Suomenlin lautan palvelutaso säilyy edelleen nykyisen kaltaisena tarjoten suoran yhteyden Suomenlin ja keskustan välillä molempiin suuntiin, mutta bonuksena mahdollisuuden jatkaa samalla lautalla myös Vallisaareen ja/tai Vasikkasaareen.  Samoin vastakkaiseen suuntaan kulkeva lautta tarjoaisi suoran Keskusta-Kruunuvuorenranta yhteyden lisäksi yhteyden Kruunuvuorenrannasta Vasikkasaareen, Vallisaareen ja Suomenlinnaan ilman, että asukkaat joutuvat matkustamaan näihin saariin keskustan kautta.  Lon voi niin haluttaessa lisätä reittiin mukaan.",0.9850952625274658
2,Uimapaikka tai uimalaituri Kalasatamaan,"Kalasatamassa on helppo ihailla merta, mutta itse veteen pääsy (ja etenkin vedestä pois pääseminen) on korkeiden rantapenkereiden vuoksi vaikeaa. Ehdotankin, että Kalasatamaan rakennetaan pieni uimapaikka tai ainakin uimalaituri, jotta asukkaat pääsevät nauttimaan merestä. Tällä hetkellä osa käy meressä uimassa, mutta sieltä pois nouseminen hankalia tikkaita pitkin on vaivalloista.Edellisessä OmaStadi-äänestyksessä ehdotettu uimalaituri torpattiin kommentilla: ""Isoisänsillan läheisyyteen on suunniteltu laituri, joka toteutetaan katujen valmistuttua"". Nyt kadut ovat valmistuneet, mutta laituri puuttuu edelleen. Kivenheiton päähän Isoisänsillasta on valmistumassa Portus-taloyhtiön upea laiturikokonaisuus, joten en näe perustetta, miksei samaan rantaviivaan voitaisi rakentaa kaikkia asukkaita palvelevaa uimalaituria.",0.9849054217338562
2,Sähköpiste Vanhankaupunginkosken ruokarekoille,"Ruokarekat ovat ottaneet Vanhankaupunginkosken omakseen. Jokisuuntien päähän, koirapuiston viereen pysäköivät ruokarekat tarjoavat ruokaa ja virvokkeita lukuisille alueen asukkaille ja ulkoilijoille.Paikassa ei kuitenkaan ole mahdollisuutta kytkeä ruokarekkoja sähköverkkoon, jolloin ne joutuvat hyödyntämään äänekkäitä aggregaatteja. Nämä generaattorit tuottavat valtavasti melua häiriten alueen asukkaita, kalastajia ja ohikulkijoita. Melu ei sovi Vanhankaupunginkosken suvannon rauhalliseen miljööseen lainkaan.Rakennetaan siis kunnollinen sähköpiste, johon voi kytkeä useita ruokarekkoja.Samalla ruokarekkojen pysäköintiä on hyvä hieman tarkistaa ja ehkä rakenteellisesti myös ohjata siten, että asiakasjonot eivät tukkisi keskeistä ulkoilureittiä.KUVA: Aris Gionis / Flickr CC",0.9808737635612488
2,Laajasalon rantareitti kävelijöille koko Hämeenapajan varrella,"Laajasalon rantareitti tulisi raivata ja  kunnostaa kaupunkilaisten käyttöön ainakin Hepokalliontien rantakallioille asti.Suosittu rantareitti kulkee Sarvaston venevalkamasta Mesaanipolun kautta Hämeenapajan rantaan Puhuritielle. Siitä eteenpäinkin reitti jatkuu, mutta  nykyisin vain kartalla  ja asemakaavassa.  Vuosikymmeniä sitten reitti oli avoin, kuten vanhoista kartoista ilmenee.  Nyt Hämeenapajan itäreunalla ranta-alue on kaislikoitunut, ja Hepokalliontien  länsireunalla sijaitsevat kiinteistöt ovat vallanneet rantareitin alueen Puhuritieltä pohjoiseen. Alueen pientalojen tonttiraja ei  kuitenkaan ulotu rantaan saakka.",0.9773529767990112
2,Rantasauna ja turvallinen uimapaikka Sompasaareen,"Ehdotan, että Sompasaareen rakennettaisiin paremmat puitteet uimiselle ja saunomiselle. Kalasatamalaiset ovat sekä talvisin että kesäisin ahkeria uimareita, mutta Kalasatamassa on vain lyhyitä metallisia pelastustikkaita, joita pitkin pääsee uimaan. Nämä ovat vaarallisia, eikä niitä pitkin pääse turvallisesti vedestä ylös. Myöskin avantoreiät ovat itse tehtyjä, pieniä ja vaarallisia.Ehdotan, että Sompasaareen rakennetaan pieni julkinen sauna ja uimapaikka, josta pääsee turvallisesti ylös.",0.9761432409286499
2,Uimahalli alueelle ,"Kaakkoisella alueella ei ole uimahallia. Laajasaloon, Kruunuvuorenrantaan ja Herttoniemeen rakennetaan jatkuvasti uusia asuntoja, joten myös väkiluku kasvaa räjähdysmäisesti tulevina vuosina. Lähimmät uimahallit ovat jo nyt tupaten täynnä. Lyhyempi matka uimahalliin myös kannustaisi ihmisiä liikkumaan enemmän. Uimahallin rakentaminen voisi tuoda säästöjä terveyden edistämisen näkökulmasta tarkasteltuna. Lisäksi se lisäisi viihtyvyyttä ja hyvinvointia kaikenikäisille. ",0.975411593914032
2,Hiihtoladut,"Ehdotan, että hiihtoladut Arabianrannasta Viikkiin ja Herttoniemeen sekä Laaksosta Maunulan ja Pirkkolan kautta Paloheinään siirtyisivät huoltoluokituksessa samaan aikaan tehtäviksi kuin muutkin ladut. Usein, vaikka lunta olisi, yhdyslatuja Laaksosta ja Arabianrannasta saa odottaa useita päiviä tai jopa viikkoja, vaikka Herttoniemessä ja syvemmällä Keskuspuistossa latuja ylläpidetään moitteettomasti. Helsingin talvi on lyhyt ja hiihtäjiä löytyy, kun vain on lähilatuja!",0.9746576547622681
2,Matka maapallon syvimpään baariin!,"Helsingissä on paikoin jopa loistavaa kallioperää. Suosituimpia turistikohteita on Temppeliaukion kirkko,  jota tullaan ihailemaan maailmanlaajuisesti. Keskelle kaupunkia sijoitetaan hissikuilu,  jolla pääsee noin kilometrin syvyyteen, jonne tehdään baari, jonka kalusteet tehdään paikkalla olevasta kiviaineesta timanttisahalla leikkaamalla ja kiilloittamalla. Luonnollisesti hisseille on jonoa, mutta ei vie maanpäällistä tonttialaa ja hissin lähtöpaikankin voi sijoittaa kävelykadulle tai metroasemalle. Baarista saa kotimaisia juomia!",0.969293475151062
2,Vesipisteitä ja vessoja Keskuspuistoon,"Ehdotan, että Keskuspuistoon rakennettaisiin sopivin välimatkoin kaksi-kolme samanlaista Helsinki-huussia kuin Lammassaaren polkuverkoston edustalla on. Tämä vähentäisi Keskuspuistosta roskaa ja tekisi ulkoilusta sujuvampaa. Ehdotan myös, että Paloheinän majalle tulisi ulos juomavesipiste, sellainen kuin Pirkkolassa, että vesipullon voisi täydentää myös majan ollessa kiinni. Ehdotan, että vesipisteistä ja vessoista, koskien Helsingin kaikkia ulkoilualueita, olisi kartta Helsingin nettisivuilla.",0.9692700505256653
3,Jätkäsaaren kirjastosta uuden ajan asukaskeskus,"Uusi keskustakirjasto Oodi on näyttänyt tulevaisuuden kirjaston mahdollisuudet monipuolisena kansalaisten palvelukeskuksena. Jätkäsaaren kirjasto, entinen Ruoholahden koulun lastenkirjasto, toimii nyt riittämättömissä tiloissa. Infokeskuksen tilat eivät enää riitä asukastilaisuuksiin, vaikka saaressa asuu vasta alle puolet tulevasta väestöstä. Jätkäsaaresta puhutaan yhteisöllisenä kaupunginosana, mutta siltä puuttuu oma pysyvä asukastila asukastoimin tukikohdaksi.Jätkäsaari-seura ehdottaa, että Jätkäsaaren kirjaston yhteyteen kehitetään monipuolinen uuden ajan asukaskeskus, joka vastaa myös yllä mainittuihin tarpeisiin kaupunginosatasolla. Kirjaston yhteyteen voidaan keskittää myös muita vastaavia toimintoja, kuten lainausta, harrastustiloja jne. Ehdotus edellyttäisi kirjaston yhteyteen lisää tiloja ja henkilöstöä keskuksen toimin mahdollistamiseksi. Tilojen suhteen Jätkäsaaressa on lukuisia mahdollisuuksia nykyisten sekä tulevien vapautuvien ja rakennettavien tilojen osalta.",0.9885290265083313
3,Suomen Street Workout yhdistyksen liikuntapaikkaehdotus,"Kehonpainoharjoittelu on yhteisöllinen liikkumisenmuoto. Se ehkäisee syrjäytymistä tarjoamalla yhteisön jossa kaikkia kannustetaan ylittämään itseään. Hyvin sijoitetut liikuntapaikat ympäri kaupunkia sopivat hyvin ympäristöön ja tarjoavat asukkaille mahdollisuuden kuntoilla arjen lomassa.Suomen Street Workout ryn hallitus haluaa tuoda oman osaamisensa mukaan keskisen Helsingin liikuntapaikkasuunnittelussa. Hallituksen jäsenet ovat tutkineet kehonpainoharjoittelun kulttuuria sekä toimineet sen parissa vuodesta 2014 lähtien. Ehdotuksemme on rakentaa useita liikuntapisteitä alueelle, niin että ne tulevat osaksi arkea ja keskeisille kulkureiteille kuten Hakaniemen torin laidalle. SSW ryllä on valmiina myös luonnokset liikuntapaikkojen rakenteesta.Yhdistyksen liikuntapaikkalistausehdotus oheisessa kartassa:http://bit.ly/2B2r5v9Yhdistys tarjoaa omasta puolestaan opastusta laitteiden käyttöön kesäkauden ajaksi, jolloin kuka vain voi aloittaa lajin riippumatta lähtökohdista.",0.9881846904754639
3,Moninaisia ja saavutettavia liikuntaryhmiä kaupungin eri alueille,"Liikuntapalvelut tarjoavat nykyisin monipuolisia liikuntaryhmiä, mutta useissa ryhmissä ei olla huomioitu erilaisten liikkujien tarpeita. Näennäisesti avoimet ryhmät sulkevat helposti ulkopuolelle ikääntyviä liikkujia, joilla on erilaisia tarpeita liikun järjestämisessä (esim. naisten ryhmät, ohjaus selkosuomella, tunnit ilman taustamusiikkia, mahdollisuus rukoushetkeen, helppo ilmoittautuminen). Osallistujien toimintakyky tulee huomioida liikun järjestämisessä. Somalinkielisten ikääntyvien naisten ryhmän ehdotus on, että kun tulisi järjestää kaupungin eri alueille tämänkaltaisia naisille suunnattuja liikuntapalveluja.Visio vuodelle 2025:  Kuntalaiset liikkuvat terveytensä kannalta riittävästi ja saavat siitä iloa, elämyksiä sekä toiminta- ja työkykyä. Kuntien liikuntapalvelut ovat kohtuuhintaisia ja helposti saavutettavissa kaikenlaisille liikkujille. Ennaltaehkäisevänä toimenpiteenä terveyttä ja hyvinvointia edistävä liikunta on koko kun yhteinen asia.",0.9871611595153809
3,Kaupunkipyörien asemillesiirtelyn yms talkoistaminen kolmen järjestäjäporukan mallilla,"Kaupunkipyörien siirtäminen polkemalla ylitäysiltä palautusasemilta tyhjeneville on esimerkki hommasta jonka kuka tahansa kaupunkilainen voisi hoitaa, jos joku järjestäisi talkoot tai tekisi tehtävien joukkoistamisapplikaation: Pitäisi olla tahoja joilla olisi tekijöitä ja resursseja, mahdollisuus ja osaaminen sopia asioista kaupungin kanssa jne. Joukkoistamishommista pitäisi olla palkkio saatavana, tai mahdollisuus kerätä palkkioita lahjoitettavaksi hyvään tarkoitukseen, tai vain osallistua työllään yhteiseen hyvään. Jotta talkoistuksenjärjestys siirtyisi kestävälle ja vakaalle pohjalle, kaupungin pitäisi tehdä toimin mittarit määrittävä sopimus kolmen talkoonjärjestäjäorganisaation kanssa. Vuosittan yhteismitallisesti parhaiten pärjännyt järjestäjäorganisaatio pitäisi palkita ja huonoimman sopimus panna uuteen kilpailuun, vuoden siirtymä- ja koeajalla. Talkoonjärjestäjäorganisaatiot hoitaisivat yksityisten ja yhteisöjen tehtävänjaon järjestelyt ja motivoinnin harkintansa mukaan.",0.9831455945968628
3,KESTÄVÄN KEHITYKSEN PORTAALI JA TYÖKALUJA ASUKKAILLE ,"Ehdotan, että Helsinkiin perustetaan Kestävät kaupunginosat -portaali.  Portaali on kaikille avoin foorumi, jonka avulla voidaan käynnistää asukkaiden, yritysten, virkamiesten, asiantuntijoiden ja poliittisten päättäjien välinen yhteistyö mm. ilmastonmuutoksen tavoitteiden saavuttamiseksi. Portaali mahdollistaa reaaliaikaisen keskustelun, tietoarkiston synnyttämisen sekä jo toteutettujen pilottihankkeiden esittelyn. Portaali sisältää mittareita, joiden avulla voimme tunnistaa lähtötilanteen sekä seurata kehityksen kulkua. Paljonko ja millä välineillä me liikumme, mitä energialähteitä käytämme, kuinka paljon kulutamme vettä ja lämmitysenergiaa, paljonko lajiteltua jätettä tuotamme ja mitkä ovat käyttämiemme elintarvikkeiden hiili- ja vesijalanjäljet. Jokainen kaupunginosa ja taloyhtiö voi perustaa oman ryhmänsä ja kilpailla edistymisen tuloksilla naapureiden kesken. Hyvät ja toteutetut ideat leviävät parhaiten lähinaapureiden kesken. Mielestäni parhaat niistä voitaisiin myös palkita.",0.9828035235404968
3,Hiilineutraali Helsinki tarvitsee kaupunkilaisten osallisuutta -kampanja,"Helsinki on julistanut ilmastohätätilan. Jotta se näkyisi kaupunkitilassa ja muuttuisi toiminnaksi, tarvitaan asukkaiden aktivointia. Tehdään mainostoimiston kanssa kampanja, jossa haastetaan mukaan rakentamaan hiilineutraalia Helsinkiä: infonäyttö-, kadunvarsi- ja joukkoliikennemainontaa, jossa motivoidaan ihmisiä osallistumaan kaupungin päästövähennyshankkeeseen. Asukkaita voi haastaa seuraamaan Ilmastovahtia ja kommentoimaan, miten kaupunki omalla toiminnallaan edistää päästövähennnyksiä eri sektoreilla. Viestejä kohdennetaan eri kohderyhmille, esim. ammattiryhmille. Pyydetään näkyviä helsinkiläisiä vaikuttajia kertomaan omilla somekanavillaan HNH-teemoista. Järjestetään Erätauko-keskustelut kaupungin edustajien ja asukkaiden kanssa päästötavoitteisiin pääsemisestä. Kampanjassa korostetaan, miten tulevaisuuden hiilineutraali kaupunki on parempi asukkaalleen (saasteettomampi, terveellisempi, turvallisempi ja onnellisempi) ja mitä kaikkea voimme vielä pelastaa, kun toimimme ajoissa.",0.9817191958427429
3,Asukkaiden käytössä olevien maksuttomien tilojen löydettävyyden parantaminen ja varausten tekeminen verkkopalvelussa ,"Helsingin kaupungilla on runsaasti erilaisia ilmaisia tiloja asukkaiden hyödynnettäviksi. Tällaisia palveluita ovat esimerkiksi koulu- ja tarhatilat, joita voi saada kokouskäyttöön.  Palveluiden löytäminen verkkosivuilta on kuitenkin hankalaa, koska tiedot on sijoitettu sivuston eri osioihin ja eri asiayhteyksiin.Ehdotus, joka esitettiin stadiluotsin järjestämässä tilaisuudessa: Kaupunki listaa selkeästi kaikille kaupunkilaisille maksuttomat tilapalvelut yhteen paikkaan verkkopalvelussaan (”Kaupungin tarjoamat ilmaiset tilapalvelut”), josta pääsee linkkien kautta hakemaan yksityiskohtaisempia tietoja kustakin tilasta ja tekemään tilojen varauksia.",0.9817065596580505
3,Lisää leuanvetotankoja Helsinkiin,"Suomen Street Workout ry ehdottaa yksinkertaisten lähiliikuntapaikkojen lisäämistä Helsinkiin.Helsinki on lisännyt liikuntapaikkarakentamista 2000-luvulla merkittävästi. Liikuntavälineiden sijoittelu on kuitenkin keskittynyt liikuntapuistoihin sekä niihin ympäristöihin jossa jo liikunnallisia aktiviteetteja harrastetaan.SSW ryn ehdotuksessa keskitytään lisäämään lähiliikuntapaikkoja sinne missä niiden käyttö saadaan osaksi kaupunkilaisten arkea. Tällaisia paikkoja ovat esimerkiksi kantakaupungin puistikot, asuinrakennusten sisäpihat sekä keskeisten kävelyreittien ympäristöt.",0.9808751940727234
3,Lisää leuanvetotankoja Helsinkiin,"Suomen Street Workout ry ehdottaa yksinkertaisten lähiliikuntapaikkojen lisäämistä Helsinkiin. Helsinki on lisännyt liikuntapaikkarakentamista 2000-luvulla merkittävästi. Liikuntavälineiden sijoittelu on kuitenkin keskittynyt liikuntapuistoihin sekä niihin ympäristöihin jossa jo liikunnallisia aktiviteetteja harrastetaan. SSW ryn ehdotuksessa keskitytään lisäämään lähiliikuntapaikkoja sinne missä niiden käyttö saadaan osaksi kaupunkilaisten arkea. Tällaisia paikkoja ovat esimerkiksi kantakaupungin puistikot, asuinrakennusten sisäpihat sekä keskeisten kävelyreittien ympäristöt.",0.9808740019798279
3,Vaateta varhaiskasvattaja! (läntinen),"Kaupungin varhaiskasvatuksen työntekijöillä ei ole työvaatteita. Työtä tehdään ympäri vuoden kaikissa säissä. Kehitetään yhdessä työntekijöiden kanssa malli, jossa kaikki Helsingin varhaiskasvattajat saavat kestävät ja ympäri vuoden toimivat ulkovaatteet ja jalkineet. Mikäli ehdotus toteutetaan useammalla alueella, voisi hankin tehdä hiukan eri tavoin jokaisessa (suora hankinta, mahdollisuus valita mallistosta, vaateraha) jotta nähdään mikä toimii parhaiten.",0.9774048924446106
4,Pukinmäen liikekeskuksen liikennejärjestelyt,"Pukinmäessä ajoneuvoliikenne on erittäin vilkasta liikekeskuksen (Eskolantien ja Säterintien risteys) ympäristössä. Tämä etenkin ruuhka-aikoina. Tästä kärsivät sekä jalankulkijat  että autoilijat. Syynä  ovat Eskolantien etelänpuoleisen osan liikennejärjestelyt. Kaikki ajoneuvoliikenne tällä alueella johdetaan Eskolantien kautta, mikä tuo kaiken ajoneuvoliikenteen tuohon yhteen risteykseen (Eskolantie/Säterintie) ja seurauksena on pahat ruuhkat. Tämän lisäksi liikekeskuksen pysäköintipaikat Säterintiellä aiheuttavat vielä lisää  ruuhkaa. Ratkaisu: avataan uusi ajoväylä autoliikenteelle Pukinmäenkaarelle Weisteen lähistölle. Silloin suuri osa etelänpuoleisen Pukinmäen autoliikenteestä siirtyy pois liikekeskuksesta. Ja turvallisuus paranee.          ",0.9794790744781494
4,matonpesupaikka lisäämään liikkumista ja yhteisöllisyyttä,"- Leikkipuistojen / ulkoliikuntapaikkojen yhteyteen rakennetaan ""kuivan maan"" asukkaille ulkomattopyykkipaikkoja joka alueelle (luonteva saavuttaa, jonottaa vuoroa tehden jotain, lapset voivat olla mukana)- Liitetään kylmään vesijohtoon ja viemäriin- Voidaan ehkä säätää veden tulon aikataulu ""hiljaisuustoiveen mukaan""- välineet; Pesualtaat ja veden tulo letkusta/suihkusta, mattomankeli, maton kuivaustangotvrt https://www.vantaa.fi/fi/asuminen-ja-ymparisto/asuminen/matonpesupaikat",0.9790599942207336
4,matonpesupaikka lisäämään liikkumista ja yhteisöllisyyttä,"- Leikkipuistojen / ulkoliikuntapaikkojen yhteyteen rakennetaan ""kuivan maan"" asukkaille ulkomattopyykkipaikkoja joka alueelle (luonteva saapua, jonottaa vuoroa tehden jotain, lapset voivat olla mukana, voi), liitetään kylmään vesijohtoon ja viemäriin- Voidaan ehkä säätää veden tulon aikataulu ""hiljaisuustoiveen mukaan""- välineet; Pesualtaat ja veden tulo letkusta/suihkusta, mattomankeli, maton kuivaustangotvrt https://www.vantaa.fi/fi/asuminen-ja-ymparisto/asuminen/matonpesupaikat",0.9785360097885132
